,quality
5797,5
5798,6
5799,6
5800,6
5801,6
5802,5
5803,6
5804,6
5805,6
5806,7
5807,6
5808,6
5809,6
5810,6
5811,4
5812,4
5813,5
5814,5
5815,5
5816,4
5817,6
5818,5
5819,6
5820,6
5821,4
5822,4
5823,7
5824,5
5825,7
5826,7
5827,6
5828,6
5829,6
5830,6
5831,6
5832,6
5833,6
5834,5
5835,5
5836,5
5837,5
5838,7
5839,6
5840,6
5841,7
5842,6
5843,5
5844,5
5845,6
5846,6
5847,6
5848,6
5849,6
5850,6
5851,6
5852,4
5853,5
5854,5
5855,5
5856,5
5857,6
5858,6
5859,6
5860,7
5861,6
5862,6
5863,6
5864,6
5865,7
5866,7
5867,6
5868,5
5869,6
5870,5
5871,6
5872,6
5873,6
5874,6
5875,7
5876,5
5877,4
5878,6
5879,6
5880,5
5881,5
5882,6
5883,6
5884,6
5885,6
5886,5
5887,6
5888,6
5889,5
5890,5
5891,6
5892,5
5893,5
5894,5
5895,6
5896,6
5897,6
5898,6
5899,5
5900,5
5901,6
5902,6
5903,6
5904,6
5905,6
5906,7
5907,6
5908,6
5909,6
5910,5
5911,6
5912,6
5913,7
5914,7
5915,5
5916,7
5917,7
5918,7
5919,5
5920,6
5921,7
5922,6
5923,6
5924,5
5925,5
5926,5
5927,5
5928,5
5929,5
5930,5
5931,8
5932,8
5933,8
5934,8
5935,8
5936,8
5937,8
5938,8
5939,8
5940,6
5941,6
5942,6
5943,6
5944,6
5945,6
5946,7
5947,6
5948,5
5949,6
5950,6
5951,5
5952,6
5953,6
5954,6
5955,5
5956,6
5957,5
5958,6
5959,5
5960,6
5961,6
5962,5
5963,6
5964,5
5965,6
5966,5
5967,6
5968,6
5969,5
5970,5
5971,6
5972,6
5973,5
5974,6
5975,5
5976,6
5977,5
5978,5
5979,6
5980,6
5981,6
5982,6
5983,5
5984,5
5985,6
5986,6
5987,6
5988,4
5989,5
5990,5
5991,5
5992,6
5993,6
5994,5
5995,5
5996,5
5997,5
5998,5
5999,5
6000,6
6001,6
6002,5
6003,5
6004,5
6005,7
6006,6
6007,5
6008,7
6009,5
6010,7
6011,7
6012,7
6013,7
6014,5
6015,5
6016,6
6017,6
6018,6
6019,6
6020,6
6021,6
6022,6
6023,6
6024,6
6025,6
6026,5
6027,6
6028,6
6029,5
6030,6
6031,6
6032,5
6033,6
6034,6
6035,6
6036,6
6037,5
6038,5
6039,5
6040,6
6041,5
6042,5
6043,6
6044,6
6045,6
6046,6
6047,5
6048,6
6049,6
6050,5
6051,5
6052,6
6053,6
6054,5
6055,5
6056,5
6057,7
6058,5
6059,6
6060,6
6061,6
6062,6
6063,5
6064,5
6065,5
6066,5
6067,6
6068,6
6069,6
6070,6
6071,5
6072,5
6073,6
6074,6
6075,6
6076,5
6077,5
6078,5
6079,5
6080,5
6081,6
6082,4
6083,5
6084,6
6085,6
6086,6
6087,6
6088,6
6089,6
6090,6
6091,6
6092,6
6093,6
6094,6
6095,6
6096,5
6097,5
6098,6
6099,6
6100,6
6101,6
6102,7
6103,5
6104,5
6105,6
6106,5
6107,4
6108,5
6109,6
6110,6
6111,6
6112,6
6113,5
6114,6
6115,6
6116,6
6117,6
6118,6
6119,5
6120,5
6121,6
6122,5
6123,6
6124,6
6125,6
6126,6
6127,6
6128,6
6129,6
6130,6
6131,6
6132,5
6133,6
6134,6
6135,6
6136,5
6137,6
6138,5
6139,6
6140,6
6141,5
6142,5
6143,6
6144,6
6145,6
6146,6
6147,5
6148,5
6149,6
6150,6
6151,6
6152,6
6153,6
6154,5
6155,5
6156,6
6157,6
6158,7
6159,6
6160,6
6161,7
6162,7
6163,7
6164,5
6165,5
6166,5
6167,6
6168,6
6169,6
6170,7
6171,7
6172,6
6173,7
6174,7
6175,5
6176,6
6177,7
6178,6
6179,6
6180,6
6181,6
6182,6
6183,6
6184,6
6185,6
6186,6
6187,5
6188,6
6189,6
6190,6
6191,6
6192,6
6193,6
6194,6
6195,6
6196,6
6197,6
6198,7
6199,6
6200,6
6201,6
6202,6
6203,6
6204,6
6205,5
6206,6
6207,7
6208,4
6209,6
6210,5
6211,5
6212,5
6213,5
6214,7
6215,5
6216,7
6217,7
6218,5
6219,6
6220,7
6221,7
6222,6
6223,6
6224,5
6225,6
6226,6
6227,6
6228,7
6229,7
6230,7
6231,6
6232,6
6233,6
6234,6
6235,5
6236,6
6237,5
6238,6
6239,6
6240,6
6241,7
6242,6
6243,6
6244,7
6245,7
6246,7
6247,5
6248,5
6249,5
6250,7
6251,5
6252,7
6253,7
6254,7
6255,7
6256,7
6257,6
6258,6
6259,6
6260,5
6261,6
6262,7
6263,7
6264,6
6265,5
6266,7
6267,7
6268,5
6269,6
6270,5
6271,5
6272,7
6273,7
6274,6
6275,6
6276,7
6277,6
6278,5
6279,4
6280,6
6281,6
6282,6
6283,6
6284,5
6285,4
6286,6
6287,6
6288,6
6289,6
6290,7
6291,5
6292,6
6293,7
6294,7
6295,6
6296,7
6297,6
6298,5
6299,5
6300,6
6301,6
6302,7
6303,6
6304,6
6305,7
6306,6
6307,6
6308,6
6309,7
6310,6
6311,6
6312,6
6313,7
6314,6
6315,6
6316,6
6317,6
6318,6
6319,5
6320,6
6321,6
6322,6
6323,6
6324,6
6325,6
6326,6
6327,6
6328,5
6329,5
6330,6
6331,6
6332,6
6333,6
6334,6
6335,6
6336,7
6337,6
6338,6
6339,5
6340,6
6341,6
6342,5
6343,5
6344,3
6345,6
6346,6
6347,5
6348,6
6349,5
6350,6
6351,7
6352,6
6353,6
6354,6
6355,7
6356,7
6357,6
6358,6
6359,6
6360,6
6361,7
6362,7
6363,6
6364,8
6365,8
6366,7
6367,6
6368,6
6369,6
6370,6
6371,5
6372,7
6373,4
6374,6
6375,6
6376,6
6377,6
6378,4
6379,5
6380,5
6381,6
6382,6
6383,5
6384,7
6385,8
6386,8
6387,5
6388,6
6389,6
6390,6
6391,6
6392,6
6393,5
6394,7
6395,7
6396,6
6397,5
6398,6
6399,7
6400,7
6401,8
6402,7
6403,4
6404,6
6405,6
6406,6
6407,5
6408,6
6409,5
6410,6
6411,7
6412,5
6413,6
6414,7
6415,6
6416,6
6417,6
6418,6
6419,5
6420,6
6421,6
6422,7
6423,5
6424,6
6425,6
6426,6
6427,5
6428,7
6429,6
6430,6
6431,5
6432,6
6433,7
6434,6
6435,5
6436,6
6437,6
6438,4
6439,7
6440,6
6441,6
6442,5
6443,6
6444,5
6445,6
6446,7
6447,6
6448,5
6449,6
6450,5
6451,5
6452,5
6453,6
6454,6
6455,6
6456,6
6457,5
6458,6
6459,6
6460,6
6461,6
6462,7
6463,5
6464,6
6465,6
6466,6
6467,6
6468,6
6469,7
6470,6
6471,5
6472,6
6473,6
6474,6
6475,7
6476,5
6477,4
6478,6
6479,6
6480,6
6481,5
6482,6
6483,5
6484,6
6485,7
6486,7
6487,5
6488,6
6489,6
6490,6
6491,5
6492,6
6493,5
6494,6
6495,7
6496,6
